movieId,r_bar_i,percentile,group
51925,2.92,29.12,G5
51927,2.99,31.33,G6
51931,3.66,79.91,G10
51933,3.34,57.7,G8
51935,3.61,77.03,G10
51937,2.4,11.05,G4
51939,3.02,38.4,G6
51991,3.51,72.15,G10
52005,3.19,46.86,G7
52009,3.62,78.15,G10
52016,2.64,18.54,G4
52033,3.33,56.81,G8
52037,3.47,64.82,G9
52042,3.85,89.7,G10
52078,4.0,94.92,G10
52088,3.66,79.87,G10
52101,3.43,62.69,G9
52104,4.0,94.92,G10
52106,3.0,34.83,G6
52108,2.5,14.16,G4
52118,2.75,22.24,G5
52153,3.5,68.96,G9
52170,4.03,96.76,G10
52173,3.67,80.62,G10
52180,3.0,34.83,G6
52182,3.0,34.83,G6
52189,3.52,72.49,G10
52199,3.71,83.03,G10
52202,3.46,64.43,G9
52224,1.0,0.73,G1
52227,3.05,39.44,G6
52237,3.63,78.62,G10
52241,3.59,76.18,G10
52245,3.16,45.09,G7
52265,3.67,80.62,G10
52273,2.5,14.16,G4
52279,2.27,9.05,G3
52281,3.72,83.59,G10
52283,2.82,24.87,G5
52285,2.41,11.12,G4
52287,3.48,65.54,G9
52299,3.4,61.28,G9
52319,3.86,90.15,G10
52321,3.3,54.78,G8
52326,2.5,14.16,G4
52328,3.61,77.38,G10
52352,3.29,53.59,G8
52356,3.27,52.82,G8
52365,4.5,99.04,G10
52375,3.28,53.33,G8
52378,3.48,65.28,G9
52413,3.62,78.15,G10
52418,3.9,91.5,G10
52424,3.66,80.2,G10
52427,3.75,85.34,G10
52435,3.81,88.12,G10
52443,3.16,45.24,G7
52448,3.28,53.18,G8
52456,2.86,26.73,G5
52458,3.32,56.01,G8
52460,2.67,19.42,G4
52462,3.26,52.28,G8
52489,3.25,50.94,G8
52495,3.66,80.08,G10
52528,3.81,88.13,G10
52545,3.29,53.59,G8
52548,2.5,14.16,G4
52551,2.38,10.6,G4
52561,3.18,46.5,G7
52570,3.93,92.21,G10
52572,2.89,27.81,G5
52579,3.69,82.1,G10
52581,3.36,58.81,G8
52583,3.65,79.73,G10
52589,3.0,34.83,G6
52591,2.92,29.08,G5
52604,3.7,82.64,G10
52606,3.39,60.28,G9
52617,3.61,77.11,G10
52634,3.5,68.96,G9
52641,4.0,94.92,G10
52644,2.94,29.8,G5
52660,1.83,3.63,G2
52666,3.72,83.57,G10
52668,3.28,53.17,G8
52672,3.0,34.83,G6
52690,2.5,14.16,G4
52694,2.86,26.82,G5
52704,3.0,34.83,G6
52709,3.79,87.16,G10
52712,3.13,43.75,G7
52715,2.24,8.22,G3
52717,2.92,28.97,G5
52722,3.03,38.63,G6
52724,2.83,25.96,G5
52730,3.04,39.18,G6
52742,3.4,60.95,G9
52767,3.94,92.51,G10
52773,2.75,22.24,G5
52781,3.36,58.44,G8
52784,3.65,79.45,G10
52796,2.75,22.24,G5
52804,3.5,68.96,G9
52806,3.17,46.18,G7
52813,3.65,79.6,G10
52831,3.14,43.97,G7
52838,2.87,27.06,G5
52845,2.82,24.81,G5
52858,3.62,78.15,G10
52865,3.0,34.83,G6
52867,2.75,21.46,G5
52872,2.88,27.28,G5
52885,3.87,90.4,G10
52891,3.08,40.65,G7
52913,3.09,41.5,G7
52922,3.43,62.69,G9
52927,3.62,77.85,G10
52929,3.56,74.2,G10
52938,3.56,74.09,G10
52942,3.0,34.83,G6
52950,3.37,58.99,G8
52952,3.84,89.43,G10
52956,4.0,94.92,G10
52967,3.79,87.4,G10
52973,3.59,76.22,G10
52975,3.47,64.93,G9
52980,2.59,17.47,G4
52995,3.61,77.29,G10
53000,3.44,63.51,G9
53002,3.03,38.88,G6
53004,2.0,5.36,G3
53022,3.64,79.18,G10
53024,3.9,91.37,G10
53038,3.61,77.37,G10
53046,2.57,17.04,G4
53052,3.82,88.49,G10
53066,3.5,68.96,G9
53084,1.75,3.24,G2
53121,3.1,41.62,G7
53123,3.96,92.84,G10
53125,3.4,61.21,G9
53127,3.02,38.46,G6
53129,3.69,82.03,G10
53131,2.32,9.62,G3
53133,2.68,19.85,G4
53138,3.14,44.44,G7
53140,3.23,49.23,G7
53143,3.08,40.56,G7
53152,2.78,23.53,G5
53154,2.65,18.8,G4
53161,3.66,80.23,G10
53183,3.0,34.83,G6
53187,4.0,94.92,G10
53189,3.53,72.85,G10
53207,2.96,30.36,G6
53226,3.94,92.49,G10
53280,2.57,16.95,G4
53282,3.1,42.19,G7
53318,3.73,83.99,G10
53322,3.5,66.13,G9
53326,3.3,54.06,G8
53342,2.78,23.53,G5
53349,3.28,53.25,G8
53352,2.91,28.71,G5
53355,3.47,64.85,G9
53370,3.33,56.81,G8
53373,3.33,56.81,G8
53375,3.5,68.96,G9
53379,2.91,28.63,G5
53382,3.5,68.96,G9
53406,3.52,72.38,G10
53416,2.75,22.24,G5
53435,2.71,20.62,G5
53443,3.57,74.77,G10
53447,3.31,54.9,G8
53450,3.33,56.17,G8
53453,2.0,5.36,G3
53460,3.4,60.69,G9
53464,2.87,26.85,G5
53466,2.92,29.16,G5
53468,3.57,75.15,G10
53476,3.53,72.87,G10
53498,3.22,48.53,G7
53519,3.57,74.89,G10
53548,1.8,3.51,G2
53550,3.62,77.83,G10
53554,3.5,68.96,G9
53561,3.0,34.83,G6
53569,2.99,31.31,G6
53574,3.26,52.07,G8
53578,3.42,62.05,G9
53582,3.23,49.19,G7
53584,2.94,29.94,G5
53592,3.72,83.73,G10
53600,3.3,54.46,G8
53651,3.7,82.53,G10
53737,3.43,62.88,G9
53741,3.14,43.97,G7
53752,3.28,53.09,G8
53766,3.14,43.97,G7
53769,3.69,82.19,G10
53771,2.5,14.16,G4
53774,3.69,82.08,G10
53788,3.56,74.24,G10
53808,2.46,11.93,G4
53827,3.58,75.3,G10
53833,3.95,92.69,G10
53835,3.72,83.5,G10
53837,3.46,64.6,G9
53839,3.29,53.59,G8
53841,3.3,54.46,G8
53843,2.5,14.16,G4
53845,3.3,54.46,G8
53847,3.67,80.62,G10
53849,3.1,41.88,G7
53851,3.5,68.96,G9
53853,3.69,81.84,G10
53855,3.23,49.08,G7
53857,2.67,19.42,G4
53859,2.69,20.12,G5
53873,2.71,20.62,G5
53880,3.44,63.24,G9
53883,4.01,96.54,G10
53885,4.06,97.13,G10
53887,3.77,86.44,G10
53894,3.79,87.31,G10
53906,3.36,58.72,G8
53912,3.32,55.84,G8
53916,3.56,74.09,G10
53919,3.27,52.89,G8
53921,3.3,54.21,G8
53953,3.3,54.18,G8
53956,3.7,82.74,G10
53963,2.7,20.37,G5
53967,3.1,41.57,G7
53972,3.58,75.44,G10
53974,2.62,18.08,G4
53988,3.09,41.53,G7
53993,2.8,24.13,G5
53996,3.34,57.38,G8
53999,2.43,11.43,G4
54001,3.75,86.03,G10
54004,2.96,30.53,G6
54010,3.0,34.83,G6
54020,3.38,59.55,G8
54049,3.03,38.75,G6
54056,1.5,2.22,G2
54067,2.33,9.86,G3
54075,3.15,44.91,G7
54094,3.45,63.87,G9
54116,3.17,45.77,G7
54121,3.01,38.23,G6
54144,3.32,55.7,G8
54171,3.31,55.29,G8
54176,3.5,68.96,G9
54185,3.58,75.37,G10
54190,3.68,81.35,G10
54193,3.42,62.25,G9
54196,3.44,63.53,G9
54198,2.92,28.88,G5
54220,3.32,55.7,G8
54229,3.55,73.93,G10
54239,3.71,83.25,G10
54241,3.31,55.14,G8
54243,2.95,30.26,G6
54248,3.14,44.11,G7
54251,2.79,23.77,G5
54254,3.64,79.18,G10
54256,3.42,62.45,G9
54259,3.85,90.02,G10
54262,3.31,55.29,G8
54268,1.64,2.88,G2
54270,2.23,8.14,G3
54272,3.51,71.91,G10
54274,1.95,4.15,G2
54276,3.27,52.79,G8
54278,2.59,17.42,G4
54281,3.6,76.48,G10
54284,2.98,31.1,G6
54286,3.98,93.05,G10
54290,1.44,1.71,G2
54318,3.5,68.96,G9
54326,5.0,99.79,G10
54328,3.33,56.15,G8
54331,3.44,63.33,G9
54341,3.07,40.39,G7
54349,3.0,34.83,G6
54354,4.2,98.06,G10
54372,3.84,89.58,G10
54378,3.08,40.65,G7
54406,3.13,43.73,G7
54419,3.24,49.69,G7
54426,3.38,59.87,G8
54445,3.0,34.83,G6
54455,3.07,40.39,G7
54480,2.88,27.28,G5
54491,3.39,60.35,G9
54493,2.08,6.88,G3
54501,3.14,44.3,G7
54503,3.79,87.51,G10
54505,3.1,41.88,G7
54510,2.9,28.04,G5
54513,3.48,65.24,G9
54519,3.11,42.48,G7
54536,2.33,9.86,G3
54542,3.0,34.83,G6
54554,3.1,41.88,G7
54561,2.5,14.16,G4
54580,3.0,34.83,G6
54605,3.41,61.46,G9
54607,3.35,58.08,G8
54612,3.36,58.59,G8
54614,3.0,34.83,G6
54617,3.17,45.77,G7
54621,3.61,77.42,G10
54648,2.96,30.34,G6
54652,2.75,22.24,G5
54686,2.84,26.06,G5
54689,4.0,94.92,G10
54691,3.44,63.51,G9
54725,2.38,10.6,G4
54732,2.55,16.55,G4
54734,3.07,40.1,G7
54736,3.59,76.25,G10
54738,2.97,30.76,G6
54745,3.58,75.36,G10
54758,3.0,34.83,G6
54768,2.36,10.37,G4
54771,3.02,38.55,G6
54775,2.99,31.52,G6
54778,2.5,14.16,G4
54780,2.93,29.52,G5
54783,2.17,7.73,G3
54785,3.03,38.77,G6
54787,3.24,49.55,G7
54796,3.44,63.66,G9
54826,2.61,17.87,G4
54833,3.68,81.31,G10
54872,3.72,83.47,G10
54875,3.5,68.96,G9
54878,3.21,48.38,G7
54881,3.83,88.89,G10
54885,3.25,50.94,G8
54908,2.84,26.18,G5
54910,3.49,65.9,G9
54922,2.6,17.62,G4
54934,2.68,19.81,G4
54958,3.08,40.98,G7
54962,3.34,57.42,G8
54964,3.08,40.98,G7
54967,3.64,78.79,G10
54972,2.5,14.16,G4
54978,3.27,52.9,G8
54986,3.83,89.14,G10
54988,3.0,34.83,G6
54995,3.63,78.71,G10
54997,3.78,86.82,G10
54999,3.31,55.38,G8
55020,2.76,23.03,G5
55031,3.77,86.76,G10
55036,2.5,14.16,G4
55040,3.75,85.34,G10
55050,3.21,48.38,G7
55052,3.75,84.62,G10
55061,3.19,47.22,G7
55063,3.66,80.01,G10
55067,3.77,86.42,G10
55069,3.85,89.79,G10
55071,3.86,90.1,G10
55073,1.61,2.82,G2
55078,3.48,65.59,G9
55080,3.33,56.3,G8
55094,3.61,77.01,G10
55098,3.89,91.1,G10
55100,2.98,31.23,G6
55106,3.65,79.6,G10
55110,3.14,44.18,G7
55112,3.5,68.96,G9
55116,3.46,64.74,G9
55118,3.83,89.36,G10
55132,3.32,55.7,G8
55147,4.0,94.92,G10
55154,3.1,41.88,G7
55156,3.79,87.22,G10
55159,3.5,68.96,G9
55167,3.86,90.37,G10
55176,3.9,91.27,G10
55178,3.16,45.18,G7
55190,3.31,55.49,G8
55199,3.0,34.83,G6
55205,3.28,53.34,G8
55207,3.57,74.77,G10
55209,2.7,20.54,G5
55223,3.3,54.46,G8
55226,3.12,43.3,G7
55232,3.18,46.85,G7
55241,2.59,17.37,G4
55245,2.85,26.23,G5
55247,3.97,92.93,G10
55250,3.12,42.9,G7
55253,3.77,86.43,G10
55255,3.15,44.6,G7
55257,2.66,19.01,G4
55259,2.83,25.11,G5
55261,2.8,24.15,G5
55267,3.45,64.11,G9
55269,3.74,84.44,G10
55272,3.25,51.98,G8
55274,3.44,63.52,G9
55276,3.76,86.19,G10
55278,3.25,51.94,G8
55280,3.76,86.15,G10
55282,3.08,40.79,G7
55284,3.4,61.16,G9
55286,3.53,72.71,G10
55288,3.31,54.86,G8
55290,3.83,88.72,G10
55292,2.18,7.74,G3
55294,3.12,43.3,G7
55298,2.73,21.12,G5
55324,2.32,9.59,G3
55329,2.54,16.36,G4
55343,2.83,25.61,G5
55360,3.28,53.09,G8
55363,3.65,79.4,G10
55369,3.39,60.35,G9
55373,3.75,85.34,G10
55389,3.6,76.62,G10
55391,2.99,31.52,G6
55402,3.39,60.35,G9
55406,2.55,16.59,G4
55408,2.7,20.37,G5
55417,3.52,72.46,G10
55419,3.19,46.98,G7
55434,3.25,50.94,G8
55440,3.34,57.74,G8
55442,3.98,93.05,G10
55444,3.84,89.62,G10
55451,3.41,61.7,G9
55460,3.5,68.96,G9
55462,2.5,14.16,G4
55467,3.55,73.54,G10
55469,3.38,59.55,G8
55476,3.12,43.3,G7
55485,3.75,85.34,G10
55487,3.11,42.48,G7
55489,3.7,82.53,G10
55492,2.95,30.2,G6
55498,2.93,29.46,G5
55507,3.66,79.97,G10
55512,3.0,34.83,G6
55517,3.09,41.12,G7
55549,2.58,17.17,G4
55553,3.1,41.56,G7
55555,3.92,91.92,G10
55566,2.85,26.42,G5
55577,2.88,27.53,G5
55603,2.92,29.14,G5
55620,3.65,79.37,G10
55626,3.5,68.96,G9
55628,1.38,1.66,G2
55652,3.69,81.84,G10
55659,3.0,34.83,G6
55668,2.61,17.79,G4
55671,3.64,78.86,G10
55681,3.0,34.83,G6
55684,3.67,80.62,G10
55687,3.62,77.59,G10
55691,3.5,68.96,G9
55705,3.42,62.05,G9
55713,3.8,87.84,G10
55721,3.98,93.05,G10
55726,3.61,77.11,G10
55729,3.31,54.92,G8
55732,3.52,72.45,G10
55737,2.58,17.29,G4
55751,2.0,5.36,G3
55757,3.21,48.38,G7
55765,3.83,88.8,G10
55768,3.03,38.71,G6
55782,3.25,50.94,G8
55805,3.55,73.86,G10
55814,3.94,92.39,G10
55820,4.0,93.33,G10
55826,3.17,45.77,G7
55830,3.24,49.54,G7
55844,3.14,44.08,G7
55851,3.44,63.14,G9
55854,3.57,74.71,G10
55856,3.4,60.95,G9
55872,3.62,77.58,G10
55875,3.0,34.83,G6
55888,2.75,22.24,G5
55895,3.76,86.2,G10
55901,3.7,82.64,G10
55908,3.94,92.41,G10
55926,3.37,58.99,G8
55946,3.0,38.06,G6
55955,2.74,21.42,G5
55995,3.07,40.15,G7
55999,3.28,53.43,G8
56001,2.98,31.15,G6
56003,2.77,23.21,G5
56006,3.9,91.5,G10
56009,3.0,34.83,G6
56012,3.68,81.46,G10
56015,3.57,74.82,G10
56022,3.62,77.53,G10
56028,2.67,19.42,G4
56030,3.15,44.87,G7
56051,2.9,28.29,G5
56060,3.59,75.98,G10
56067,2.0,5.36,G3
56069,3.43,62.69,G9
56079,3.15,44.72,G7
56093,3.57,74.71,G10
56095,3.61,77.42,G10
56098,3.63,78.62,G10
56102,2.0,5.36,G3
56141,3.72,83.63,G10
56145,3.49,66.01,G9
56152,3.6,76.77,G10
56156,3.08,40.83,G7
56158,2.83,25.18,G5
56165,2.59,17.4,G4
56167,3.16,45.32,G7
56169,3.12,42.81,G7
56171,3.19,46.98,G7
56174,3.49,66.0,G9
56176,2.56,16.9,G4
56251,3.77,86.66,G10
56253,3.57,74.98,G10
56274,3.03,38.85,G6
56286,3.46,64.63,G9
56294,2.33,9.86,G3
56313,2.67,19.42,G4
56331,3.94,92.36,G10
56333,3.6,76.42,G10
56336,2.37,10.46,G4
56339,3.78,86.78,G10
56350,3.68,81.45,G10
56367,3.86,90.04,G10
56370,3.72,83.47,G10
56372,3.87,90.42,G10
56379,3.52,72.51,G10
56389,3.36,58.71,G8
56432,3.44,63.48,G9
56449,2.67,19.42,G4
56456,2.0,5.36,G3
56474,2.9,28.51,G5
56477,2.25,8.6,G3
56479,3.47,64.82,G9
56485,3.0,34.83,G6
56490,4.1,97.42,G10
56508,3.53,72.91,G10
56511,2.92,29.05,G5
56513,4.5,99.04,G10
56515,3.1,41.88,G7
56548,4.67,99.5,G10
56551,3.38,59.55,G8
56561,3.52,72.4,G10
56563,3.7,82.35,G10
56570,3.1,41.88,G7
56574,3.5,68.96,G9
56580,3.78,86.88,G10
56587,3.58,75.43,G10
56599,3.25,50.94,G8
56602,3.5,68.96,G9
56607,3.82,88.47,G10
56612,3.21,48.38,G7
56614,3.21,48.1,G7
56616,2.62,18.23,G4
56620,2.94,29.6,G5
56624,3.25,50.94,G8
56626,3.41,61.67,G9
56631,3.55,73.54,G10
56633,3.12,42.97,G7
56651,3.58,75.62,G10
56671,3.58,75.48,G10
56691,2.15,7.37,G3
56693,3.23,49.38,G7
56700,2.69,20.02,G5
56702,2.75,22.24,G5
56715,3.88,90.84,G10
56719,3.77,86.48,G10
56724,2.25,8.6,G3
56744,3.75,86.01,G10
56748,2.95,30.13,G6
56757,3.59,76.2,G10
56775,3.3,54.7,G8
56779,3.9,91.5,G10
56782,3.95,92.59,G10
56786,3.75,85.34,G10
56788,3.69,82.06,G10
56797,2.95,30.13,G6
56801,2.45,11.85,G4
56805,3.35,57.85,G8
56835,1.0,0.73,G1
56837,3.09,41.18,G7
56846,3.37,59.22,G8
56848,2.74,21.36,G5
56869,4.12,97.59,G10
56874,2.5,14.16,G4
56885,3.73,83.88,G10
56888,3.5,68.96,G9
56908,3.58,75.5,G10
56915,3.22,48.92,G7
56921,3.79,87.47,G10
56931,3.43,62.69,G9
56941,3.55,73.9,G10
56945,3.04,39.1,G6
56949,3.19,46.86,G7
56956,3.0,34.83,G6
56959,2.83,25.61,G5
56995,3.45,64.23,G9
57017,3.31,55.29,G8
57023,3.5,68.96,G9
57027,3.14,43.97,G7
57038,4.0,94.92,G10
57041,2.1,6.92,G3
57044,3.55,73.8,G10
57069,3.86,90.34,G10
57147,3.27,52.48,G8
57171,2.0,5.36,G3
57179,2.81,24.59,G5
57183,3.85,89.94,G10
57209,3.5,68.96,G9
57223,1.92,4.06,G2
57236,3.19,46.98,G7
57243,3.8,87.69,G10
57269,3.25,50.94,G8
57274,3.76,86.39,G10
57276,2.94,29.69,G5
57282,3.33,56.81,G8
57291,2.0,5.36,G3
57326,2.14,7.33,G3
57353,3.45,63.77,G9
57357,3.22,48.78,G7
57359,4.25,98.3,G10
57368,3.39,60.46,G9
57370,2.82,25.06,G5
57378,1.88,3.8,G2
57393,3.43,62.86,G9
57401,3.12,42.88,G7
57418,3.55,73.8,G10
57421,2.85,26.23,G5
57426,2.0,5.36,G3
57430,2.42,11.23,G4
57432,2.75,22.24,G5
57439,4.17,97.88,G10
57453,3.82,88.56,G10
57464,3.55,73.99,G10
57468,2.0,5.36,G3
57473,2.71,20.62,G5
57476,3.28,53.01,G8
57478,3.56,74.09,G10
57480,3.8,87.84,G10
57482,3.5,68.96,G9
57484,3.08,40.65,G7
57499,3.23,49.38,G7
57502,3.79,87.56,G10
57504,3.93,92.29,G10
57509,2.68,19.88,G4
57513,2.82,24.87,G5
57520,2.34,10.06,G4
57522,2.43,11.43,G4
57526,3.03,38.92,G6
57528,3.36,58.67,G8
57530,2.88,27.6,G5
57532,1.8,3.53,G2
57534,2.66,19.13,G4
57536,2.59,17.45,G4
57538,2.8,24.1,G5
57543,3.76,86.19,G10
57550,3.88,90.87,G10
57637,3.1,42.12,G7
57640,3.41,61.67,G9
57648,4.17,97.88,G10
57655,3.36,58.73,G8
57669,3.89,91.26,G10
57690,3.33,56.81,G8
57692,3.67,80.62,G10
57695,3.4,60.95,G9
57706,3.4,61.32,G9
57709,2.5,14.16,G4
57754,3.04,38.95,G6
57772,4.0,94.92,G10
57774,2.33,9.86,G3
57776,3.19,46.98,G7
57778,3.58,75.62,G10
57792,3.62,77.83,G10
57805,3.0,34.83,G6
57811,3.56,74.09,G10
57843,3.22,48.78,G7
57845,3.68,81.65,G10
57848,3.33,56.81,G8
57854,3.58,75.31,G10
57865,2.74,21.39,G5
57868,3.5,68.96,G9
57873,2.75,22.24,G5
57910,2.97,30.84,G6
57938,4.0,94.92,G10
57940,2.75,22.24,G5
57942,2.92,29.11,G5
57946,3.8,87.84,G10
57949,2.6,17.62,G4
57951,3.03,38.82,G6
57960,3.31,55.29,G8
57964,3.07,40.39,G7
57970,3.65,79.73,G10
57972,3.64,79.09,G10
57980,3.73,83.91,G10
57991,3.41,61.72,G9
57996,3.2,47.63,G7
58003,3.5,68.96,G9
58007,3.39,60.35,G9
58025,2.99,31.55,G6
58029,3.27,52.56,G8
58033,3.0,34.83,G6
58047,3.59,76.19,G10
58059,3.5,68.96,G9
58061,4.0,94.92,G10
58078,3.34,57.43,G8
58081,3.5,68.96,G9
58084,3.46,64.5,G9
58094,3.3,54.46,G8
58103,3.3,54.77,G8
58105,3.33,57.28,G8
58107,3.12,42.76,G7
58111,3.52,72.24,G10
58120,2.75,22.24,G5
58123,3.62,78.15,G10
58130,3.62,78.15,G10
58136,3.5,68.96,G9
58146,1.76,3.4,G2
58154,3.39,60.19,G9
58156,2.88,27.64,G5
58162,3.34,57.55,G8
58174,3.5,68.96,G9
58180,3.17,45.77,G7
58185,3.66,80.02,G10
58191,3.8,87.61,G10
58207,2.75,22.24,G5
58223,3.59,76.0,G10
58228,4.25,98.3,G10
58246,3.26,52.05,G8
58250,2.5,14.16,G4
58269,3.83,89.14,G10
58274,3.0,34.83,G6
58282,3.0,34.83,G6
58287,2.96,30.61,G6
58291,2.16,7.43,G3
58293,2.56,16.79,G4
58295,3.63,78.45,G10
58297,2.93,29.45,G5
58299,3.45,64.04,G9
58301,3.26,52.19,G8
58303,3.96,92.81,G10
58306,3.67,81.08,G10
58309,3.65,79.32,G10
58315,2.3,9.28,G3
58324,2.65,18.83,G4
58332,3.03,38.9,G6
58334,3.53,72.82,G10
58347,3.61,77.05,G10
58351,3.7,82.71,G10
58365,3.42,62.24,G9
58367,3.09,41.55,G7
58373,2.8,24.28,G5
58376,3.63,78.39,G10
58379,3.55,73.54,G10
58381,3.38,60.14,G9
58404,3.45,63.77,G9
58409,3.83,89.14,G10
58411,2.23,8.16,G3
58418,2.9,28.49,G5
58422,3.75,85.34,G10
58425,4.06,97.06,G10
58432,2.67,19.42,G4
58434,2.94,29.82,G5
58437,3.0,34.83,G6
58439,3.26,52.35,G8
58452,3.5,68.96,G9
58485,2.62,18.05,G4
58490,3.62,77.67,G10
58492,3.48,65.23,G9
58494,3.08,40.6,G7
58509,3.33,56.81,G8
58520,3.46,64.5,G9
58530,4.25,98.3,G10
58534,3.5,68.96,G9
58554,3.84,89.39,G10
58559,4.22,98.11,G10
58564,3.5,68.96,G9
58576,2.95,30.07,G6
58578,4.3,98.48,G10
58595,3.37,59.11,G8
58598,3.17,45.77,G7
58610,3.29,53.59,G8
58617,1.36,1.65,G2
58622,3.56,74.13,G10
58627,3.35,57.85,G8
58632,3.53,72.69,G10
58641,3.17,45.77,G7
58649,3.72,83.63,G10
58652,3.23,48.99,G7
58655,2.8,24.16,G5
58661,1.5,2.22,G2
58706,3.72,83.49,G10
58709,3.49,65.67,G9
58718,2.71,20.77,G5
58722,2.75,22.24,G5
58740,3.33,56.81,G8
58743,3.0,34.83,G6
58760,1.0,0.73,G1
58770,2.25,8.6,G3
58774,4.0,94.92,G10
58783,3.01,38.33,G6
58803,3.48,65.44,G9
58806,3.11,42.25,G7
58808,3.77,86.51,G10
58810,1.75,3.24,G2
58812,3.6,76.62,G10
58816,3.36,58.44,G8
58826,2.9,28.29,G5
58839,2.96,30.37,G6
58842,3.5,68.96,G9
58847,2.79,23.77,G5
58850,2.89,27.81,G5
58870,3.16,44.97,G7
58874,3.82,88.63,G10
58876,3.25,49.87,G7
58879,3.41,61.75,G9
58881,2.92,29.18,G5
58889,3.51,72.17,G10
58895,3.3,54.46,G8
58898,3.22,48.78,G7
58904,3.46,64.43,G9
58920,2.8,24.28,G5
58922,3.7,82.53,G10
58933,2.75,22.24,G5
58937,3.42,62.36,G9
58939,3.89,91.06,G10
58941,3.2,47.63,G7
58945,3.23,49.08,G7
58964,3.38,59.92,G8
58972,3.1,41.88,G7
58975,2.78,23.61,G5
58992,3.65,79.79,G10
58994,3.17,45.77,G7
58998,3.69,82.07,G10
59000,3.11,42.39,G7
59014,2.36,10.25,G4
59016,3.3,54.09,G8
59018,3.9,91.31,G10
59022,3.21,48.15,G7
59026,3.66,80.06,G10
59031,3.36,58.44,G8
59037,3.13,43.61,G7
59040,3.15,44.6,G7
59044,3.07,40.39,G7
59053,3.03,38.65,G6
59065,2.76,23.07,G5
59074,3.75,85.34,G10
59103,3.31,55.04,G8
59105,3.04,39.0,G6
59107,3.27,52.75,G8
59112,3.29,53.59,G8
59114,3.0,34.83,G6
59116,2.12,7.18,G3
59118,3.47,65.09,G9
59126,3.66,80.03,G10
59129,2.96,30.57,G6
59131,1.89,3.91,G2
59136,4.0,94.92,G10
59138,2.67,19.42,G4
59141,3.64,78.94,G10
59143,3.45,63.74,G9
59154,3.05,39.26,G6
59157,2.96,30.39,G6
59159,2.88,27.28,G5
59173,2.97,30.72,G6
59178,3.03,38.75,G6
59180,2.94,29.82,G5
59182,3.22,48.78,G7
59184,3.12,42.71,G7
59188,3.49,65.68,G9
59216,3.43,62.69,G9
59220,3.5,71.81,G10
59256,3.07,40.2,G7
59258,3.14,43.94,G7
59260,3.44,63.24,G9
59273,3.19,46.98,G7
59290,2.48,12.22,G4
59295,2.32,9.56,G3
59302,3.71,83.25,G10
59306,2.08,6.9,G3
59313,3.59,76.23,G10
59315,3.92,91.87,G10
59327,2.5,14.16,G4
59333,3.06,39.95,G6
59336,3.46,64.37,G9
59339,3.31,54.95,G8
59362,3.01,38.34,G6
59366,3.88,90.69,G10
59369,3.85,89.74,G10
59376,2.72,20.88,G5
59382,3.13,43.88,G7
59387,3.96,92.81,G10
59392,3.68,81.43,G10
59397,3.75,85.34,G10
59399,3.12,42.86,G7
59404,3.17,46.18,G7
59418,3.69,82.18,G10
59421,3.17,46.28,G7
59426,3.5,68.96,G9
59429,2.63,18.43,G4
59435,3.34,57.6,G8
59440,3.5,68.96,G9
59447,3.38,59.55,G8
59463,3.08,40.98,G7
59465,3.75,85.34,G10
59478,2.83,25.61,G5
59485,3.51,72.1,G10
59501,3.33,56.23,G8
59519,3.58,75.24,G10
59527,3.53,72.78,G10
59547,3.68,81.39,G10
59549,3.77,86.75,G10
59561,3.0,34.83,G6
59590,3.75,85.34,G10
59594,2.9,28.11,G5
59602,3.12,42.76,G7
59604,3.34,57.38,G8
59607,3.49,66.03,G9
59615,2.96,30.54,G6
59621,3.27,52.64,G8
59625,3.0,34.83,G6
59641,3.39,60.35,G9
59649,1.5,2.22,G2
59651,4.0,94.92,G10
59655,2.97,30.72,G6
59665,3.33,56.81,G8
59667,4.0,94.92,G10
59669,3.06,39.95,G6
59680,3.53,72.96,G10
59684,3.83,88.86,G10
59705,3.54,73.06,G10
59709,3.11,42.66,G7
59715,2.64,18.61,G4
59721,3.05,39.53,G6
59725,2.95,30.21,G6
59727,3.04,39.22,G6
59729,2.83,25.61,G5
59731,3.74,84.43,G10
59738,2.86,26.65,G5
59753,3.77,86.56,G10
59775,1.0,0.73,G1
59784,3.72,83.39,G10
59795,3.13,43.83,G7
59801,3.5,68.96,G9
59805,2.83,25.61,G5
59810,3.65,79.65,G10
59814,3.18,46.5,G7
59816,3.48,65.28,G9
59832,3.6,76.91,G10
59834,2.82,24.92,G5
59836,2.88,27.28,G5
59838,3.0,34.83,G6
59840,3.0,34.83,G6
59842,2.75,22.24,G5
59844,3.75,85.34,G10
59846,3.19,47.3,G7
59850,3.25,50.94,G8
59852,3.25,50.94,G8
59854,2.89,27.81,G5
59858,3.67,80.62,G10
59861,2.75,22.24,G5
59865,3.5,68.96,G9
59867,3.33,56.81,G8
59869,3.07,40.17,G7
59888,4.0,94.92,G10
59893,3.14,44.3,G7
59895,4.0,94.92,G10
59900,2.76,23.14,G5
59905,2.5,14.16,G4
59908,2.84,26.04,G5
59910,3.13,43.75,G7
59912,3.41,61.86,G9
59915,3.08,40.56,G7
59922,2.75,22.24,G5
59935,2.74,21.33,G5
59938,3.08,40.73,G7
59942,2.1,6.95,G3
59945,3.37,59.18,G8
59947,3.43,62.69,G9
59954,3.0,34.83,G6
59960,3.03,38.82,G6
